152.00,127.00,152.00,47.70,0.98,0.00,433.00
152.00,127.00,152.00,47.70,0.66,0.00,379.00
152.00,127.00,152.00,25.40,0.98,1.00,386.00
152.00,127.00,152.00,25.40,0.66,1.00,389.00
152.00,127.00,152.00,59.30,0.98,1.50,530.00
152.00,127.00,152.00,57.90,0.66,1.50,444.00
152.00,127.00,152.00,31.00,0.98,1.50,522.00
152.00,127.00,152.00,31.00,0.66,1.50,472.00
152.00,127.00,152.00,46.10,0.98,1.50,530.00
152.00,127.00,152.00,59.10,0.66,1.50,503.00
125.00,100.00,150.00,35.40,0.56,0.00,173.50
125.00,100.00,150.00,34.00,0.56,0.50,225.00
125.00,100.00,150.00,35.60,0.56,1.00,247.40
125.00,100.00,150.00,35.70,0.56,1.00,224.40
125.00,100.00,150.00,38.00,0.37,1.00,198.10
125.00,100.00,150.00,35.70,0.37,1.00,174.50
125.00,100.00,150.00,36.60,0.37,1.00,192.40
125.00,100.00,150.00,34.50,0.37,0.00,136.50
125.00,100.00,150.00,37.00,0.37,1.00,211.00
125.00,100.00,100.00,36.70,0.56,0.00,150.30
125.00,100.00,100.00,35.60,0.56,1.00,216.60
125.00,100.00,200.00,36.40,0.56,0.00,191.40
125.00,100.00,200.00,34.20,0.56,1.00,259.80
125.00,100.00,150.00,36.10,0.56,1.00,217.50
125.00,100.00,150.00,33.50,0.56,1.00,235.50
125.00,100.00,150.00,35.00,0.56,1.00,239.50
125.00,100.00,150.00,31.20,0.56,1.00,238.00
125.00,100.00,150.00,27.90,0.56,1.00,227.80
125.00,100.00,150.00,46.80,0.56,1.00,268.40
125.00,100.00,150.00,14.20,0.56,1.00,166.00
155.00,132.70,200.00,33.20,0.50,0.00,257.00
155.00,132.70,200.00,35.80,0.50,0.39,324.00
155.00,132.70,200.00,35.00,0.50,0.84,345.00
155.00,105.70,200.00,38.10,0.63,0.00,264.00
155.00,105.70,200.00,38.40,0.63,0.43,308.00
155.00,105.70,200.00,38.50,0.63,0.88,330.00
100.00,80.00,80.00,23.10,1.56,0.00,137.20
100.00,80.00,80.00,24.40,1.56,1.00,139.60
100.00,80.00,80.00,28.10,1.56,2.00,163.60
100.00,80.00,80.00,57.00,1.56,0.00,192.90
100.00,80.00,80.00,59.70,1.56,1.00,215.10
100.00,80.00,80.00,52.40,1.56,2.00,236.20
100.00,80.00,80.00,43.70,1.56,0.00,176.50
100.00,80.00,80.00,36.60,1.56,0.75,182.50
100.00,80.00,80.00,46.10,1.56,1.50,210.90
125.00,100.00,150.00,37.80,0.56,0.00,197.70
125.00,100.00,150.00,39.00,0.56,0.60,243.60
125.00,100.00,150.00,37.80,0.56,0.90,262.90
125.00,100.00,150.00,36.90,0.56,1.20,281.00
125.00,100.00,150.00,37.80,0.56,0.90,267.20
125.00,100.00,150.00,38.00,0.56,0.90,239.00
125.00,100.00,150.00,38.90,0.74,0.00,221.70
125.00,100.00,150.00,39.30,0.74,0.90,236.70
125.00,100.00,150.00,36.80,0.74,0.90,249.00
125.00,100.00,150.00,37.10,0.74,0.90,262.00
125.00,100.00,150.00,41.10,0.74,0.90,255.70
125.00,100.00,150.00,38.90,0.56,0.90,213.00
125.00,100.00,150.00,38.90,0.46,0.90,203.00
125.00,100.00,150.00,38.90,0.37,0.90,179.30
125.00,100.00,150.00,38.90,0.37,0.00,130.70
150.00,109.00,225.00,30.00,1.12,0.00,306.00
150.00,109.00,225.00,30.00,2.18,0.00,349.00
150.00,109.00,225.00,41.50,1.12,0.50,422.00
150.00,109.00,225.00,41.50,2.18,0.50,438.00
120.00,90.00,60.00,99.00,0.87,0.00,262.00
120.00,90.00,60.00,103.00,0.87,0.25,318.00
120.00,90.00,60.00,108.00,0.87,0.51,343.00
120.00,90.00,60.00,106.00,0.87,0.76,337.00
120.00,90.00,60.00,107.00,0.87,1.02,369.00
120.00,92.00,60.00,99.00,0.55,0.00,201.00
120.00,92.00,60.00,108.00,0.55,0.51,286.00
120.00,92.00,60.00,107.00,0.55,1.02,327.00
120.00,88.00,60.00,99.00,1.29,0.00,252.00
120.00,88.00,60.00,108.00,1.29,0.51,361.00
120.00,88.00,60.00,107.00,1.29,1.02,402.00
125.00,105.00,200.00,21.70,0.66,0.00,284.00
125.00,105.00,200.00,22.30,0.66,0.40,330.00
125.00,105.00,200.00,23.40,0.66,0.60,345.00
125.00,105.00,200.00,25.30,0.66,0.80,397.00
125.00,105.00,200.00,21.70,0.66,0.00,301.00
125.00,105.00,200.00,22.30,0.66,0.40,328.00
125.00,105.00,200.00,23.40,0.66,0.60,337.00
125.00,105.00,200.00,25.30,0.66,0.80,347.00
125.00,105.00,200.00,21.70,0.66,0.00,264.00
125.00,105.00,200.00,22.30,0.66,0.40,307.00
125.00,105.00,200.00,23.40,0.66,0.60,310.00
125.00,105.00,200.00,25.30,0.66,0.80,326.00
55.00,39.00,100.00,29.60,1.12,0.00,58.80
55.00,39.00,100.00,30.00,1.12,0.45,63.60
55.00,39.00,100.00,31.40,1.12,0.80,73.10
55.00,39.00,100.00,24.60,1.12,1.00,64.70
55.00,39.00,100.00,20.00,1.12,2.00,58.30
75.00,55.00,100.00,31.40,1.12,0.00,91.80
75.00,55.00,100.00,31.40,1.12,0.45,105.90
75.00,55.00,100.00,31.80,1.12,0.80,108.40
75.00,55.00,100.00,29.10,1.12,1.00,108.80
75.00,55.00,100.00,29.20,1.12,2.00,134.50
60.00,44.00,100.00,35.40,1.61,0.50,89.50
60.00,44.00,100.00,49.10,1.61,0.50,102.50
60.00,44.00,100.00,55.10,1.61,0.50,129.50
60.00,44.00,100.00,65.10,1.61,0.50,141.00
60.00,44.00,100.00,42.20,1.61,0.00,93.30
60.00,44.00,100.00,48.80,1.61,0.25,98.00
60.00,44.00,100.00,52.40,1.61,0.75,125.50
60.00,44.00,100.00,53.30,1.61,1.00,138.00
60.00,44.00,100.00,49.20,1.61,0.50,98.00
60.00,44.00,100.00,49.20,1.61,0.50,100.00
60.00,44.00,100.00,52.80,1.61,0.50,117.50
60.00,44.00,100.00,49.50,1.61,0.50,110.00
60.00,44.00,75.00,51.10,1.61,0.50,88.50
60.00,44.00,150.00,50.80,1.61,0.50,135.00
60.00,45.00,100.00,43.30,1.84,0.00,86.50
60.00,45.00,100.00,52.10,1.84,0.25,93.40
60.00,45.00,100.00,44.70,1.84,0.50,102.00
60.00,45.00,100.00,46.00,1.84,0.75,107.50
60.00,45.00,100.00,53.00,1.84,1.00,113.60
60.00,45.00,100.00,53.00,1.84,1.25,122.20
60.00,45.00,100.00,47.00,1.60,1.00,92.60
60.00,45.00,100.00,45.30,2.08,1.00,111.10
60.00,45.00,100.00,43.50,2.30,1.00,111.30
60.00,45.00,100.00,47.60,2.53,1.00,111.30
60.00,45.00,100.00,29.80,1.84,1.00,82.10
60.00,45.00,100.00,32.40,1.84,1.00,84.90
100.00,70.00,100.00,24.60,0.85,0.67,137.50
140.00,110.00,100.00,24.60,0.54,0.67,210.20
180.00,150.00,100.00,24.60,0.40,0.67,297.60
100.00,65.00,100.00,42.40,0.91,0.72,140.80
140.00,105.00,100.00,42.40,0.57,0.72,213.20
180.00,145.00,100.00,42.40,0.41,0.72,290.70
100.00,65.00,100.00,21.60,0.91,0.91,120.80
140.00,105.00,100.00,21.60,0.57,0.91,183.10
180.00,145.00,100.00,21.60,0.41,0.91,231.20
100.00,70.00,100.00,27.80,0.85,0.63,152.30
100.00,70.00,100.00,31.10,0.85,0.94,147.90
100.00,70.00,100.00,30.40,0.85,1.03,158.90
120.00,100.00,200.00,17.40,0.98,0.00,255.00
120.00,100.00,200.00,19.60,0.98,1.00,290.00
120.00,100.00,200.00,20.20,0.98,1.50,315.00
120.00,100.00,200.00,15.00,0.98,1.00,285.00
120.00,100.00,200.00,14.90,0.98,1.50,310.00
